run_id,date,plant,production_line,machine_id,product_id,shift,planned_minutes,operating_minutes,ideal_cycle_time_seconds,planned_units,actual_units,good_units,scrap_units,rework_units,operator_team
RUN-00394,2025-02-19,North Plant,Line A,M-102,P-600,Day,418.7,363.8,51.0,492.6,461.0,445.8,9.1,6.2,Team D
RUN-00395,2025-02-19,North Plant,Line B,M-103,P-300,Swing,423.8,406.2,36.0,706.3,616.3,593.4,14.4,8.4,Team D
RUN-00396,2025-02-19,South Plant,Line C,M-201,P-300,Day,389.9,330.9,36.0,649.9,597.8,578.4,11.6,7.9,Team A
RUN-00397,2025-02-19,South Plant,Line C,M-202,P-500,Swing,429.8,404.7,39.0,661.3,564.6,543.1,13.5,7.9,Team D
RUN-00398,2025-02-19,South Plant,Line D,M-203,P-200,Swing,456.3,418.9,55.0,497.8,452.7,438.2,8.6,5.9,Team D
RUN-00399,2025-02-19,West Plant,Line E,M-301,P-300,Day,394.4,338.5,36.0,657.3,581.4,559.6,13.8,8.1,Team D
RUN-00400,2025-02-19,West Plant,Line E,M-302,P-100,Swing,429.5,383.5,42.0,613.6,534.0,516.1,10.7,7.2,Team A
RUN-00401,2025-02-20,North Plant,Line A,M-101,P-400,Swing,407.7,372.6,48.0,509.7,429.7,413.4,10.3,6.0,Team C
RUN-00402,2025-02-20,North Plant,Line A,M-102,P-200,Day,344.3,299.4,55.0,375.6,339.7,328.4,6.7,4.5,Team C
RUN-00403,2025-02-20,North Plant,Line B,M-103,P-200,Swing,397.6,359.3,55.0,433.7,373.6,359.8,8.7,5.1,Team B
RUN-00404,2025-02-20,South Plant,Line C,M-201,P-100,Swing,427.9,381.1,42.0,611.3,540.5,522.9,10.5,7.1,Team A
RUN-00405,2025-02-20,South Plant,Line C,M-202,P-100,Day,441.8,403.0,42.0,631.2,553.7,532.6,13.3,7.8,Team D
RUN-00406,2025-02-20,South Plant,Line D,M-203,P-600,Night,432.2,411.2,51.0,508.4,447.1,431.0,8.5,7.6,Team B
RUN-00407,2025-02-20,West Plant,Line E,M-301,P-500,Night,393.4,337.4,39.0,605.2,512.3,491.0,12.1,9.1,Team A
RUN-00408,2025-02-20,West Plant,Line E,M-302,P-100,Day,416.2,391.7,42.0,594.6,545.6,527.3,10.9,7.4,Team D
RUN-00409,2025-02-21,North Plant,Line A,M-101,P-100,Day,491.1,420.2,42.0,701.6,627.0,603.2,15.0,8.8,Team B
RUN-00410,2025-02-21,North Plant,Line A,M-102,P-500,Day,426.4,362.8,39.0,656.0,605.3,585.3,11.9,8.1,Team D
RUN-00411,2025-02-21,North Plant,Line B,M-103,P-100,Swing,420.6,366.4,42.0,600.8,530.1,510.5,12.4,7.3,Team D
RUN-00412,2025-02-21,South Plant,Line C,M-201,P-500,Swing,361.1,340.4,39.0,555.6,489.9,473.9,9.5,6.5,Team D
RUN-00413,2025-02-21,South Plant,Line C,M-202,P-200,Day,472.3,413.8,55.0,515.3,455.1,437.8,10.9,6.4,Team C
RUN-00414,2025-02-21,South Plant,Line D,M-203,P-300,Day,449.5,387.3,36.0,749.1,701.3,678.8,13.3,9.1,Team B
RUN-00415,2025-02-21,West Plant,Line E,M-301,P-300,Swing,456.9,423.1,36.0,761.5,652.7,628.2,15.5,9.0,Team B
RUN-00416,2025-02-21,West Plant,Line E,M-302,P-400,Swing,380.2,329.1,48.0,475.3,421.1,406.9,8.4,5.7,Team B
RUN-00417,2025-02-22,North Plant,Line A,M-101,P-300,Night,450.7,385.3,36.0,751.1,632.3,605.8,15.2,11.4,Team B
RUN-00418,2025-02-22,North Plant,Line A,M-102,P-500,Day,422.2,402.1,39.0,649.5,606.8,586.7,11.9,8.1,Team C
RUN-00419,2025-02-22,North Plant,Line B,M-103,P-100,Swing,376.3,331.5,42.0,537.5,474.7,457.1,11.1,6.5,Team C
RUN-00420,2025-02-22,South Plant,Line C,M-201,P-100,Day,407.6,372.4,42.0,582.3,532.2,514.9,10.3,7.0,Team C
RUN-00421,2025-02-22,South Plant,Line C,M-202,P-100,Day,412.2,351.6,42.0,588.8,516.9,497.2,12.4,7.2,Team D
RUN-00422,2025-02-22,South Plant,Line D,M-203,P-300,Day,422.3,373.9,36.0,703.8,645.8,625.2,12.3,8.4,Team B
RUN-00423,2025-02-22,West Plant,Line E,M-301,P-600,Day,383.4,323.2,51.0,451.1,398.1,383.2,9.4,5.5,Team B
RUN-00424,2025-02-22,West Plant,Line E,M-302,P-200,Day,460.9,415.0,55.0,502.8,470.3,454.6,9.4,6.4,Team D
RUN-00425,2025-02-23,North Plant,Line A,M-101,P-600,Swing,438.7,413.0,51.0,516.1,448.4,431.4,10.8,6.3,Team B
RUN-00426,2025-02-23,North Plant,Line A,M-102,P-200,Night,423.8,371.7,55.0,462.3,406.5,391.4,8.0,7.1,Team B
RUN-00427,2025-02-23,North Plant,Line B,M-103,P-300,Night,481.7,410.1,36.0,802.9,688.4,660.1,16.1,12.2,Team A
RUN-00428,2025-02-23,South Plant,Line C,M-201,P-100,Swing,408.8,373.0,42.0,584.0,525.9,508.8,10.2,6.9,Team A
RUN-00429,2025-02-23,South Plant,Line C,M-202,P-300,Night,428.5,362.1,36.0,714.1,599.2,574.0,14.4,10.8,Team A
RUN-00430,2025-02-23,South Plant,Line D,M-203,P-300,Swing,439.6,415.6,36.0,732.6,652.2,631.3,12.4,8.5,Team B
RUN-00431,2025-02-23,West Plant,Line E,M-301,P-600,Day,450.9,405.9,51.0,530.5,472.9,455.1,11.2,6.5,Team D
RUN-00432,2025-02-23,West Plant,Line E,M-302,P-300,Swing,418.9,369.5,36.0,698.1,607.9,587.5,12.2,8.2,Team B
RUN-00433,2025-02-24,North Plant,Line A,M-101,P-400,Swing,462.7,442.6,48.0,578.4,492.3,473.5,11.8,6.9,Team B
RUN-00434,2025-02-24,North Plant,Line A,M-102,P-300,Night,388.0,350.5,36.0,646.7,553.4,532.9,10.9,9.6,Team D
RUN-00435,2025-02-24,North Plant,Line B,M-103,P-200,Day,470.4,447.6,55.0,513.1,457.9,440.9,10.7,6.3,Team D
RUN-00436,2025-02-24,South Plant,Line C,M-201,P-300,Day,391.2,356.7,36.0,652.0,592.9,573.6,11.5,7.8,Team C
RUN-00437,2025-02-24,South Plant,Line C,M-202,P-100,Night,425.1,390.9,42.0,607.3,506.3,485.0,12.2,9.1,Team A
RUN-00438,2025-02-24,South Plant,Line D,M-203,P-300,Day,429.0,377.0,36.0,715.0,655.9,634.9,12.5,8.5,Team D
RUN-00439,2025-02-24,West Plant,Line E,M-301,P-300,Swing,390.2,332.7,36.0,650.4,553.1,532.3,13.1,7.7,Team C
RUN-00440,2025-02-24,West Plant,Line E,M-302,P-500,Night,472.0,448.8,39.0,726.2,627.9,604.4,12.6,11.0,Team B
RUN-00441,2025-02-25,North Plant,Line A,M-101,P-600,Day,351.6,308.6,51.0,413.7,376.9,362.5,9.0,5.3,Team A
RUN-00442,2025-02-25,North Plant,Line A,M-102,P-500,Day,408.0,386.7,39.0,627.7,571.9,553.0,11.3,7.6,Team B
RUN-00443,2025-02-25,North Plant,Line B,M-103,P-300,Day,440.3,404.4,36.0,733.8,648.8,624.7,15.2,8.9,Team C
RUN-00444,2025-02-25,South Plant,Line C,M-201,P-400,Day,345.5,321.3,48.0,431.9,407.3,394.0,7.9,5.4,Team C
RUN-00445,2025-02-25,South Plant,Line C,M-202,P-300,Night,401.3,362.9,36.0,668.8,560.1,536.6,13.4,10.1,Team A
RUN-00446,2025-02-25,South Plant,Line D,M-203,P-600,Day,380.0,336.8,51.0,447.1,411.3,398.2,7.8,5.4,Team A
RUN-00447,2025-02-25,West Plant,Line E,M-301,P-500,Day,420.6,370.7,39.0,647.0,578.2,556.5,13.7,8.0,Team B
RUN-00448,2025-02-25,West Plant,Line E,M-302,P-600,Swing,423.6,405.0,51.0,498.4,441.8,427.0,8.8,6.0,Team D
RUN-00449,2025-02-26,North Plant,Line A,M-101,P-100,Swing,437.5,390.0,42.0,625.0,527.6,507.5,12.7,7.4,Team D
RUN-00450,2025-02-26,North Plant,Line A,M-102,P-400,Swing,471.7,428.0,48.0,589.6,514.0,497.0,10.1,6.9,Team D
RUN-00451,2025-02-26,North Plant,Line B,M-103,P-500,Day,416.1,392.9,39.0,640.1,582.0,560.5,13.6,8.0,Team D
RUN-00452,2025-02-26,South Plant,Line C,M-201,P-600,Swing,423.4,399.8,51.0,498.2,449.4,434.8,8.7,5.9,Team C
RUN-00453,2025-02-26,South Plant,Line C,M-202,P-100,Day,443.2,406.7,42.0,633.1,574.7,552.9,13.8,8.0,Team C
RUN-00454,2025-02-26,South Plant,Line D,M-203,P-100,Swing,368.5,318.6,42.0,526.5,474.0,458.8,9.0,6.2,Team A
RUN-00455,2025-02-26,West Plant,Line E,M-301,P-300,Day,416.4,364.4,36.0,694.0,615.4,592.3,14.6,8.5,Team D
RUN-00456,2025-02-26,West Plant,Line E,M-302,P-100,Night,364.3,319.0,42.0,520.4,446.7,429.9,8.9,7.8,Team C
RUN-00457,2025-02-27,North Plant,Line A,M-101,P-100,Day,390.2,361.9,42.0,557.5,488.6,470.1,11.7,6.8,Team C
RUN-00458,2025-02-27,North Plant,Line A,M-102,P-200,Night,447.0,398.9,55.0,487.6,423.2,407.6,8.3,7.3,Team D
RUN-00459,2025-02-27,North Plant,Line B,M-103,P-500,Day,429.9,407.4,39.0,661.3,598.3,576.1,14.0,8.2,Team C
RUN-00460,2025-02-27,South Plant,Line C,M-201,P-500,Night,425.5,375.4,39.0,654.7,563.1,542.6,10.9,9.7,Team A
RUN-00461,2025-02-27,South Plant,Line C,M-202,P-200,Day,411.4,391.0,55.0,448.8,401.5,386.2,9.6,5.6,Team A
RUN-00462,2025-02-27,South Plant,Line D,M-203,P-600,Day,445.3,388.0,51.0,523.8,478.5,463.1,9.1,6.2,Team A
RUN-00463,2025-02-27,West Plant,Line E,M-301,P-200,Night,495.4,445.8,55.0,540.5,458.0,439.0,10.9,8.2,Team A
RUN-00464,2025-02-27,West Plant,Line E,M-302,P-100,Swing,464.2,413.8,42.0,663.1,577.1,557.8,11.6,7.8,Team B
RUN-00465,2025-02-28,North Plant,Line A,M-101,P-200,Swing,511.1,433.6,55.0,557.6,480.6,462.3,11.5,6.7,Team D
RUN-00466,2025-02-28,North Plant,Line A,M-102,P-500,Day,468.1,433.9,39.0,720.2,658.7,637.0,13.0,8.8,Team A
RUN-00467,2025-02-28,North Plant,Line B,M-103,P-600,Day,390.0,328.7,51.0,458.8,406.5,391.4,9.5,5.6,Team D
RUN-00468,2025-02-28,South Plant,Line C,M-201,P-400,Day,309.5,275.8,48.0,386.9,359.0,347.3,6.9,4.7,Team D
RUN-00469,2025-02-28,South Plant,Line C,M-202,P-600,Night,420.5,360.8,51.0,494.7,424.9,407.1,10.2,7.6,Team B
RUN-00470,2025-02-28,South Plant,Line D,M-203,P-600,Night,474.8,436.7,51.0,558.5,496.2,478.4,9.4,8.4,Team A
RUN-00471,2025-02-28,West Plant,Line E,M-301,P-500,Swing,436.2,393.7,39.0,671.1,575.6,554.0,13.6,8.0,Team B
RUN-00472,2025-02-28,West Plant,Line E,M-302,P-300,Swing,465.6,411.5,36.0,776.0,678.5,655.7,13.6,9.2,Team B
RUN-00473,2025-03-01,North Plant,Line A,M-101,P-500,Day,478.8,442.1,39.0,736.6,649.2,624.5,15.6,9.1,Team D
RUN-00474,2025-03-01,North Plant,Line A,M-102,P-100,Night,430.4,364.0,42.0,614.9,523.1,503.7,10.3,9.1,Team A
RUN-00475,2025-03-01,North Plant,Line B,M-103,P-200,Night,453.4,384.7,55.0,494.6,423.5,406.1,9.9,7.5,Team D
RUN-00476,2025-03-01,South Plant,Line C,M-201,P-300,Swing,337.8,307.9,36.0,563.0,490.8,474.8,9.5,6.5,Team D
RUN-00477,2025-03-01,South Plant,Line C,M-202,P-600,Night,392.3,355.7,51.0,461.6,382.7,366.6,9.2,6.9,Team B
RUN-00478,2025-03-01,South Plant,Line D,M-203,P-200,Swing,418.5,392.0,55.0,456.6,414.1,400.8,7.9,5.4,Team D
RUN-00479,2025-03-01,West Plant,Line E,M-301,P-400,Day,433.0,412.1,48.0,541.2,482.3,464.2,11.4,6.7,Team C
RUN-00480,2025-03-01,West Plant,Line E,M-302,P-600,Swing,405.9,364.7,51.0,477.5,422.3,408.1,8.5,5.7,Team D
RUN-00481,2025-03-02,North Plant,Line A,M-101,P-300,Day,404.5,385.0,36.0,674.1,592.5,570.0,14.2,8.3,Team A
RUN-00482,2025-03-02,North Plant,Line A,M-102,P-100,Day,415.4,393.8,42.0,593.4,538.4,520.6,10.6,7.2,Team A
RUN-00483,2025-03-02,North Plant,Line B,M-103,P-100,Swing,392.0,364.9,42.0,560.1,487.3,469.2,11.4,6.7,Team A
RUN-00484,2025-03-02,South Plant,Line C,M-201,P-600,Night,358.7,331.3,51.0,422.0,365.0,351.7,7.1,6.3,Team C
RUN-00485,2025-03-02,South Plant,Line C,M-202,P-100,Night,446.7,415.8,42.0,638.2,536.0,513.5,12.9,9.6,Team C
RUN-00486,2025-03-02,South Plant,Line D,M-203,P-300,Night,353.6,317.5,36.0,589.3,516.2,497.5,9.8,8.8,Team A
RUN-00487,2025-03-02,West Plant,Line E,M-301,P-100,Swing,412.7,375.6,42.0,589.5,510.0,490.9,12.1,7.1,Team A
RUN-00488,2025-03-02,West Plant,Line E,M-302,P-400,Swing,431.2,394.6,48.0,539.1,481.6,465.5,9.7,6.5,Team C
RUN-00489,2025-03-03,North Plant,Line A,M-101,P-100,Swing,354.1,319.9,42.0,505.9,430.8,414.4,10.3,6.0,Team C
RUN-00490,2025-03-03,North Plant,Line A,M-102,P-400,Night,384.0,332.7,48.0,479.9,418.2,402.7,8.2,7.3,Team C
RUN-00491,2025-03-03,North Plant,Line B,M-103,P-600,Swing,474.3,417.7,51.0,558.0,484.7,466.7,11.3,6.6,Team D
RUN-00492,2025-03-03,South Plant,Line C,M-201,P-600,Swing,345.6,305.5,51.0,406.5,361.9,350.1,7.0,4.8,Team D
RUN-00493,2025-03-03,South Plant,Line C,M-202,P-500,Day,465.4,443.6,39.0,715.9,637.2,613.0,15.3,8.9,Team A
RUN-00494,2025-03-03,South Plant,Line D,M-203,P-600,Swing,359.1,336.8,51.0,422.5,374.6,362.6,7.1,4.9,Team A
RUN-00495,2025-03-03,West Plant,Line E,M-301,P-600,Day,381.7,348.5,51.0,449.0,396.6,381.7,9.4,5.5,Team D
RUN-00496,2025-03-03,West Plant,Line E,M-302,P-200,Night,459.8,435.0,55.0,501.6,441.4,424.8,8.9,7.7,Team B
RUN-00497,2025-03-04,North Plant,Line A,M-101,P-600,Swing,449.6,404.6,51.0,528.9,460.6,443.1,11.1,6.4,Team C
RUN-00498,2025-03-04,North Plant,Line A,M-102,P-400,Day,450.8,393.6,48.0,563.4,526.7,509.3,10.4,7.0,Team C
RUN-00499,2025-03-04,North Plant,Line B,M-103,P-400,Day,386.9,354.8,48.0,483.6,436.2,420.0,10.2,6.0,Team D
RUN-00500,2025-03-04,South Plant,Line C,M-201,P-500,Swing,346.3,300.6,39.0,532.8,466.1,450.9,9.0,6.1,Team B
RUN-00501,2025-03-04,South Plant,Line C,M-202,P-300,Night,372.4,322.5,36.0,620.7,523.7,501.7,12.6,9.4,Team A
RUN-00502,2025-03-04,South Plant,Line D,M-203,P-300,Day,446.5,423.9,36.0,744.1,694.9,672.6,13.2,9.1,Team C
RUN-00503,2025-03-04,West Plant,Line E,M-301,P-600,Day,443.4,406.0,51.0,521.6,474.4,456.6,11.3,6.6,Team D
RUN-00504,2025-03-04,West Plant,Line E,M-302,P-400,Swing,450.5,430.2,48.0,563.1,487.4,471.1,9.8,6.6,Team C
RUN-00505,2025-03-05,North Plant,Line A,M-101,P-200,Swing,418.6,377.2,55.0,456.6,384.7,370.1,9.2,5.4,Team D
RUN-00506,2025-03-05,North Plant,Line A,M-102,P-100,Swing,475.1,429.2,42.0,678.7,595.4,575.7,11.7,8.0,Team B
RUN-00507,2025-03-05,North Plant,Line B,M-103,P-100,Day,391.9,343.0,42.0,559.9,500.6,482.1,11.7,6.9,Team D
RUN-00508,2025-03-05,South Plant,Line C,M-201,P-200,Swing,415.1,362.9,55.0,452.9,410.2,396.8,8.0,5.4,Team B
RUN-00509,2025-03-05,South Plant,Line C,M-202,P-600,Swing,430.0,362.8,51.0,505.8,434.1,417.6,10.4,6.1,Team A
RUN-00510,2025-03-05,South Plant,Line D,M-203,P-400,Swing,480.9,438.8,48.0,601.1,536.9,519.7,10.2,7.0,Team C
RUN-00511,2025-03-05,West Plant,Line E,M-301,P-300,Day,488.3,468.5,36.0,813.8,734.9,707.3,17.4,10.2,Team A
RUN-00512,2025-03-05,West Plant,Line E,M-302,P-400,Day,420.4,380.7,48.0,525.5,489.5,473.0,9.8,6.6,Team C
RUN-00513,2025-03-06,North Plant,Line A,M-101,P-200,Swing,491.3,467.3,55.0,536.0,453.6,436.3,10.9,6.4,Team C
RUN-00514,2025-03-06,North Plant,Line A,M-102,P-200,Day,495.7,416.6,55.0,540.8,492.6,476.3,9.7,6.6,Team D
RUN-00515,2025-03-06,North Plant,Line B,M-103,P-600,Swing,398.3,353.8,51.0,468.6,404.7,389.7,9.5,5.5,Team B
RUN-00516,2025-03-06,South Plant,Line C,M-201,P-400,Night,413.0,361.6,48.0,516.3,442.9,426.7,8.6,7.6,Team D
RUN-00517,2025-03-06,South Plant,Line C,M-202,P-300,Night,444.6,424.2,36.0,741.0,635.2,608.5,15.2,11.4,Team A
RUN-00518,2025-03-06,South Plant,Line D,M-203,P-600,Swing,451.5,381.0,51.0,531.2,479.1,463.7,9.1,6.2,Team C
RUN-00519,2025-03-06,West Plant,Line E,M-301,P-300,Day,350.6,309.3,36.0,584.3,527.9,508.1,12.5,7.3,Team C
RUN-00520,2025-03-06,West Plant,Line E,M-302,P-600,Night,336.6,293.7,51.0,396.0,346.4,333.3,6.9,6.1,Team D
RUN-00521,2025-03-07,North Plant,Line A,M-101,P-200,Swing,477.4,452.7,55.0,520.8,453.6,436.3,10.9,6.3,Team A
RUN-00522,2025-03-07,North Plant,Line A,M-102,P-600,Night,487.3,442.7,51.0,573.3,506.5,487.7,10.0,8.8,Team D
RUN-00523,2025-03-07,North Plant,Line B,M-103,P-500,Swing,347.6,302.1,39.0,534.8,458.8,441.8,10.7,6.3,Team C
RUN-00524,2025-03-07,South Plant,Line C,M-201,P-400,Day,427.3,385.7,48.0,534.1,497.1,480.9,9.6,6.6,Team B
RUN-00525,2025-03-07,South Plant,Line C,M-202,P-200,Swing,470.7,406.6,55.0,513.4,447.1,430.2,10.7,6.3,Team B
RUN-00526,2025-03-07,South Plant,Line D,M-203,P-500,Swing,433.6,379.4,39.0,667.1,604.3,584.9,11.5,7.9,Team D
RUN-00527,2025-03-07,West Plant,Line E,M-301,P-300,Night,432.4,407.1,36.0,720.6,612.8,587.3,14.5,10.9,Team C
RUN-00528,2025-03-07,West Plant,Line E,M-302,P-200,Night,448.5,401.1,55.0,489.3,427.5,411.4,8.6,7.5,Team B
RUN-00529,2025-03-08,North Plant,Line A,M-101,P-200,Night,343.4,297.8,55.0,374.7,310.4,297.4,7.4,5.6,Team B
RUN-00530,2025-03-08,North Plant,Line A,M-102,P-500,Night,428.2,384.9,39.0,658.8,566.0,545.0,11.2,9.8,Team B
RUN-00531,2025-03-08,North Plant,Line B,M-103,P-300,Night,453.1,406.0,36.0,755.1,642.1,615.8,15.0,11.4,Team D
RUN-00532,2025-03-08,South Plant,Line C,M-201,P-400,Swing,404.3,367.9,48.0,505.4,449.0,434.4,8.7,5.9,Team B
RUN-00533,2025-03-08,South Plant,Line C,M-202,P-100,Swing,389.2,342.8,42.0,555.9,482.6,464.3,11.6,6.8,Team B
RUN-00534,2025-03-08,South Plant,Line D,M-203,P-400,Night,428.5,374.6,48.0,535.6,469.9,452.9,9.0,8.0,Team D
RUN-00535,2025-03-08,West Plant,Line E,M-301,P-300,Swing,387.3,349.1,36.0,645.5,551.0,530.3,13.1,7.6,Team A
RUN-00536,2025-03-08,West Plant,Line E,M-302,P-300,Night,420.2,397.1,36.0,700.4,617.9,594.6,12.4,10.8,Team B
RUN-00537,2025-03-09,North Plant,Line A,M-101,P-500,Day,406.8,384.2,39.0,625.9,557.5,536.3,13.4,7.8,Team D
RUN-00538,2025-03-09,North Plant,Line A,M-102,P-500,Swing,416.5,385.3,39.0,640.7,575.1,556.1,11.3,7.7,Team C
RUN-00539,2025-03-09,North Plant,Line B,M-103,P-400,Swing,485.6,445.4,48.0,607.0,518.3,499.0,12.1,7.1,Team D
RUN-00540,2025-03-09,South Plant,Line C,M-201,P-100,Night,344.1,298.4,42.0,491.6,434.6,418.7,8.4,7.5,Team A
RUN-00541,2025-03-09,South Plant,Line C,M-202,P-400,Swing,430.7,388.3,48.0,538.4,463.9,446.2,11.1,6.5,Team D
RUN-00542,2025-03-09,South Plant,Line D,M-203,P-200,Night,392.0,364.1,55.0,427.6,368.9,355.6,7.0,6.3,Team B
RUN-00543,2025-03-09,West Plant,Line E,M-301,P-200,Night,404.0,339.5,55.0,440.7,378.2,362.5,9.0,6.8,Team A
RUN-00544,2025-03-09,West Plant,Line E,M-302,P-200,Day,477.4,427.4,55.0,520.8,474.2,458.3,9.5,6.4,Team C
RUN-00545,2025-03-10,North Plant,Line A,M-101,P-100,Day,482.6,410.8,42.0,689.5,618.7,595.2,14.8,8.7,Team C
RUN-00546,2025-03-10,North Plant,Line A,M-102,P-400,Night,411.1,384.0,48.0,513.9,443.6,427.2,8.7,7.7,Team A
RUN-00547,2025-03-10,North Plant,Line B,M-103,P-500,Day,349.7,303.2,39.0,538.1,475.4,457.8,11.1,6.5,Team A
RUN-00548,2025-03-10,South Plant,Line C,M-201,P-400,Swing,378.7,354.4,48.0,473.4,427.6,413.7,8.3,5.6,Team D
RUN-00549,2025-03-10,South Plant,Line C,M-202,P-400,Night,439.8,403.9,48.0,549.8,463.4,443.9,11.1,8.3,Team C
RUN-00550,2025-03-10,South Plant,Line D,M-203,P-400,Night,375.5,358.0,48.0,469.4,403.3,388.7,7.7,6.9,Team A
RUN-00551,2025-03-10,West Plant,Line E,M-301,P-100,Swing,436.0,374.7,42.0,622.9,547.8,527.2,13.0,7.6,Team C
RUN-00552,2025-03-10,West Plant,Line E,M-302,P-200,Night,448.3,395.6,55.0,489.0,427.4,411.3,8.6,7.5,Team D
RUN-00553,2025-03-11,North Plant,Line A,M-101,P-400,Swing,424.6,362.6,48.0,530.7,449.4,432.3,10.8,6.3,Team C
RUN-00554,2025-03-11,North Plant,Line A,M-102,P-100,Day,471.6,435.3,42.0,673.7,614.2,593.9,12.1,8.2,Team C
RUN-00555,2025-03-11,North Plant,Line B,M-103,P-500,Swing,383.8,360.9,39.0,590.5,508.6,489.8,11.9,7.0,Team C
RUN-00556,2025-03-11,South Plant,Line C,M-201,P-300,Day,367.9,334.6,36.0,613.2,575.7,556.9,11.2,7.6,Team C
RUN-00557,2025-03-11,South Plant,Line C,M-202,P-600,Swing,382.2,366.9,51.0,449.7,390.8,375.9,9.4,5.5,Team B
RUN-00558,2025-03-11,South Plant,Line D,M-203,P-400,Swing,445.9,387.7,48.0,557.4,489.8,474.1,9.3,6.4,Team A
RUN-00559,2025-03-11,West Plant,Line E,M-301,P-400,Day,461.8,390.4,48.0,577.3,511.0,491.8,12.1,7.1,Team C
RUN-00560,2025-03-11,West Plant,Line E,M-302,P-200,Night,435.7,395.2,55.0,475.3,403.2,388.0,8.1,7.1,Team C
RUN-00561,2025-03-12,North Plant,Line A,M-101,P-500,Day,372.1,325.4,39.0,572.5,521.0,501.2,12.5,7.3,Team C
RUN-00562,2025-03-12,North Plant,Line A,M-102,P-400,Swing,392.2,364.3,48.0,490.3,443.0,428.4,8.7,5.9,Team A
RUN-00563,2025-03-12,North Plant,Line B,M-103,P-200,Swing,392.2,339.9,55.0,427.9,373.9,360.0,8.7,5.1,Team A
RUN-00564,2025-03-12,South Plant,Line C,M-201,P-400,Swing,458.7,420.7,48.0,573.4,513.8,497.1,10.0,6.8,Team B
RUN-00565,2025-03-12,South Plant,Line C,M-202,P-300,Swing,520.0,485.9,36.0,866.7,731.1,703.4,17.5,10.2,Team B
RUN-00566,2025-03-12,South Plant,Line D,M-203,P-400,Swing,480.2,437.2,48.0,600.2,529.4,512.4,10.1,6.9,Team B
RUN-00567,2025-03-12,West Plant,Line E,M-301,P-400,Day,423.8,375.3,48.0,529.7,473.0,455.2,11.2,6.6,Team A
RUN-00568,2025-03-12,West Plant,Line E,M-302,P-200,Swing,479.2,456.5,55.0,522.7,466.5,450.8,9.4,6.3,Team D
RUN-00569,2025-03-13,North Plant,Line A,M-101,P-600,Swing,447.0,403.7,51.0,525.9,450.5,433.4,10.8,6.3,Team B
RUN-00570,2025-03-13,North Plant,Line A,M-102,P-400,Day,409.6,364.3,48.0,512.0,465.0,449.7,9.2,6.2,Team A
RUN-00571,2025-03-13,North Plant,Line B,M-103,P-200,Swing,424.3,379.8,55.0,462.9,402.6,387.7,9.4,5.5,Team D
RUN-00572,2025-03-13,South Plant,Line C,M-201,P-300,Day,397.2,346.7,36.0,662.0,605.8,586.0,11.7,8.0,Team A
RUN-00573,2025-03-13,South Plant,Line C,M-202,P-200,Swing,420.3,357.8,55.0,458.5,388.7,373.9,9.3,5.4,Team C
RUN-00574,2025-03-13,South Plant,Line D,M-203,P-200,Swing,453.7,382.4,55.0,495.0,436.8,422.8,8.3,5.7,Team B
RUN-00575,2025-03-13,West Plant,Line E,M-301,P-300,Night,420.4,402.6,36.0,700.6,583.2,559.0,13.8,10.4,Team A
RUN-00576,2025-03-13,West Plant,Line E,M-302,P-400,Swing,519.8,497.4,48.0,649.7,564.1,545.1,11.3,7.6,Team C
RUN-00577,2025-03-14,North Plant,Line A,M-101,P-600,Day,439.7,418.5,51.0,517.3,460.6,443.1,11.1,6.4,Team C
RUN-00578,2025-03-14,North Plant,Line A,M-102,P-300,Day,423.0,404.5,36.0,705.0,654.3,632.6,12.9,8.7,Team D
RUN-00579,2025-03-14,North Plant,Line B,M-103,P-300,Day,393.4,337.5,36.0,655.7,595.5,573.5,13.9,8.2,Team D
RUN-00580,2025-03-14,South Plant,Line C,M-201,P-100,Swing,459.0,399.0,42.0,655.8,575.1,556.3,11.1,7.6,Team C
RUN-00581,2025-03-14,South Plant,Line C,M-202,P-600,Night,387.1,325.5,51.0,455.4,391.3,374.9,9.4,7.0,Team A
RUN-00582,2025-03-14,South Plant,Line D,M-203,P-100,Day,384.4,354.5,42.0,549.2,512.1,495.6,9.8,6.7,Team C
RUN-00583,2025-03-14,West Plant,Line E,M-301,P-300,Swing,376.6,325.7,36.0,627.6,543.2,522.8,12.9,7.5,Team B
RUN-00584,2025-03-14,West Plant,Line E,M-302,P-500,Swing,442.9,389.1,39.0,681.4,601.0,580.8,12.1,8.1,Team D
RUN-00585,2025-03-15,North Plant,Line A,M-101,P-600,Day,424.7,368.1,51.0,499.6,455.9,438.5,10.9,6.4,Team A
RUN-00586,2025-03-15,North Plant,Line A,M-102,P-600,Night,435.9,383.1,51.0,512.8,443.7,427.2,8.8,7.7,Team A
RUN-00587,2025-03-15,North Plant,Line B,M-103,P-100,Night,419.9,391.9,42.0,599.9,501.4,480.8,11.7,8.9,Team D
RUN-00588,2025-03-15,South Plant,Line C,M-201,P-300,Day,406.7,349.3,36.0,677.8,623.3,603.0,12.1,8.2,Team D
RUN-00589,2025-03-15,South Plant,Line C,M-202,P-200,Day,394.5,377.3,55.0,430.3,389.7,374.9,9.4,5.5,Team A
RUN-00590,2025-03-15,South Plant,Line D,M-203,P-500,Day,423.1,371.7,39.0,651.0,605.9,586.4,11.5,7.9,Team C
